amfi_code,annual_return_pct,volatility_pct,sharpe_ratio,scheme_name
148567,31.051613449565927,14.193706754620289,1.7297534656740718,Mirae Asset Large Cap Fund - Regular - Growth
120843,31.318423320461932,15.886986523609197,1.5621857098940684,Kotak Flexicap Fund - Regular - Growth
148569,32.72412420725268,17.67400669134664,1.483767923438224,Mirae Asset Tax Saver Fund - Regular - Growth
120505,33.97498596741138,19.290949406318127,1.4242422904500924,ICICI Pru Midcap Fund - Regular - Growth
119551,25.97676685285746,13.74143414187958,1.4173751190567792,SBI Bluechip Fund - Regular Plan - Growth
149323,30.44323367927109,17.746159397550766,1.349206503947869,DSP Midcap Fund - Regular - Growth
100033,31.253943549713135,18.936710835214104,1.3071934067705935,HDFC Mid-Cap Opportunities Fund - Regular - Growth
118632,24.351578734954238,14.148352294996597,1.2617425946671716,Nippon India Large Cap Fund - Regular - Growth
101206,23.931060444318454,14.568212847454259,1.196513301037091,ABSL Frontline Equity Fund - Regular - Growth
120504,23.65907456364489,14.363780566736601,1.1946071219844157,ICICI Pru Bluechip Fund - Direct - Growth
119094,29.510935156102814,19.407117423334665,1.1856956730954284,Axis Midcap Fund - Regular - Growth
149324,35.0873865939471,24.840205005242012,1.1508514759807467,DSP Small Cap Fund - Regular - Growth
119598,35.32029850274468,25.14057862438462,1.1463657592507033,SBI Small Cap Fund - Regular Plan - Growth
119552,21.872286899571126,13.939367612717431,1.1027965777691655,SBI Bluechip Fund - Direct Plan - Growth
148568,23.100694175838598,15.429144469823234,1.0759309570473408,Mirae Asset Emerging Bluechip Fund - Regular - Growth
120507,6.9765446606042,0.4939126259511572,0.9648359559274065,ICICI Pru Liquid Fund - Regular - Growth
102885,18.510427388856975,12.8366283978605,0.9356372262718746,UTI Nifty 50 Index Fund - Regular - Growth
120503,19.21194279616114,13.884437513119725,0.9155533152963043,ICICI Pru Bluechip Fund - Regular - Growth
125497,19.570531955818304,14.668866752399456,0.8910389722969086,HDFC Top 100 Fund - Direct Plan - Growth
118635,16.33153941139671,12.983158874316244,0.7572532622123126,Nippon India ETF Nifty 50 BeES
120506,17.79484908335465,15.230516379673025,0.7415933118609818,ICICI Pru Value Discovery Fund - Regular - Growth
118633,16.796535611096864,13.997213649186088,0.7356132348308899,Nippon India Large Cap Fund - Direct - Growth
102887,17.653467644260967,15.758366917912939,0.7077806794549589,UTI Flexi Cap Fund - Regular - Growth
120841,14.055333035228657,13.463795800784395,0.5611592114898598,Kotak Bluechip Fund - Regular - Growth
149322,14.062109121201694,14.35385981851045,0.526834539058947,DSP Top 100 Equity Fund - Regular - Growth
118634,19.49789778947717,25.241520946340394,0.514941148637941,Nippon India Small Cap Fund - Regular - Growth
125498,12.765578290291412,18.352430087335712,0.34140319622386356,HDFC Mid-Cap Opportunities Fund - Direct - Growth
120844,6.66641700592201,0.5133170487370698,0.3241992572260177,Kotak Liquid Fund - Regular - Growth
101207,11.286684498581657,25.79732221707766,0.18554966512814663,ABSL Small Cap Fund - Regular - Growth
119093,8.666206468402038,13.983295593638797,0.15491387233403522,Axis Bluechip Fund - Direct - Growth
120842,8.17582221915567,17.894715006571804,0.09364900299000162,Kotak Emerging Equity Fund - Regular - Growth
119092,7.174178856308622,13.950661341123775,0.04832594239251415,Axis Bluechip Fund - Regular - Growth
119599,5.203539522009115,24.95012512285578,-0.05196208322030621,SBI Small Cap Fund - Direct Plan - Growth
119095,4.702397872905184,25.066580232600366,-0.07171309809372971,Axis Small Cap Fund - Regular - Growth
119120,5.760338337711723,3.9670623690338127,-0.18645072688091438,SBI Magnum Gilt Fund - Regular Plan - Growth
100016,3.6324687080969253,14.548134802183824,-0.19710645597486687,HDFC Top 100 Fund - Regular Plan - Growth
102886,2.805821074938186,18.134576297311238,-0.2037091390775719,UTI Mid Cap Fund - Regular - Growth
118636,5.209275230246191,3.985538155388199,-0.32385206700601515,Nippon India Gilt Securities Fund - Regular - Growth
101208,6.275257769506415,0.506437135231026,-0.4437712301469805,ABSL Liquid Fund - Regular - Growth
100025,4.3781224757101,3.9052455281000977,-0.5433403633707491,HDFC Short Term Debt Fund - Regular - Growth
