amfi_code,annual_return_pct,downside_std_pct,sortino_ratio,scheme_name
120507,6.9765446606042,0.1487694558724826,3.2032426132731806,ICICI Pru Liquid Fund - Regular - Growth
148567,31.051613449565927,7.876552677861601,3.1170506252782944,Mirae Asset Large Cap Fund - Regular - Growth
120843,31.318423320461932,8.425802966181337,2.945526191399881,Kotak Flexicap Fund - Regular - Growth
148569,32.72412420725268,9.580838473672012,2.73714292118755,Mirae Asset Tax Saver Fund - Regular - Growth
119551,25.97676685285746,7.401207550468802,2.6315660951331887,SBI Bluechip Fund - Regular Plan - Growth
120505,33.97498596741138,10.547368942097975,2.6049137105415725,ICICI Pru Midcap Fund - Regular - Growth
149323,30.44323367927109,9.986054867274923,2.397666946306787,DSP Midcap Fund - Regular - Growth
100033,31.253943549713135,10.527569384429789,2.3513446120169075,HDFC Mid-Cap Opportunities Fund - Regular - Growth
118632,24.351578734954238,7.80010350933625,2.2886335692323807,Nippon India Large Cap Fund - Regular - Growth
101206,23.931060444318454,7.9195891445321545,2.2010056489298075,ABSL Frontline Equity Fund - Regular - Growth
120504,23.65907456364489,7.853777396787463,2.1848180431831055,ICICI Pru Bluechip Fund - Direct - Growth
119094,29.510935156102814,10.632968588076933,2.164112022479373,Axis Midcap Fund - Regular - Growth
119598,35.32029850274468,13.745453933833765,2.0967149314585325,SBI Small Cap Fund - Regular Plan - Growth
149324,35.0873865939471,13.751313962420955,2.078884001344859,DSP Small Cap Fund - Regular - Growth
119552,21.872286899571126,7.704015555614317,1.9953603141894671,SBI Bluechip Fund - Direct Plan - Growth
148568,23.100694175838598,8.44661467922663,1.9653665765843307,Mirae Asset Emerging Bluechip Fund - Regular - Growth
102885,18.510427388856975,7.028184969688958,1.708894606595494,UTI Nifty 50 Index Fund - Regular - Growth
120503,19.21194279616114,7.738907038244995,1.6426018213346976,ICICI Pru Bluechip Fund - Regular - Growth
125497,19.570531955818304,8.113805051578186,1.6109004188208838,HDFC Top 100 Fund - Direct Plan - Growth
118635,16.33153941139671,7.199892531258759,1.3655119668401303,Nippon India ETF Nifty 50 BeES
118633,16.796535611096864,7.563962548901301,1.361262108918358,Nippon India Large Cap Fund - Direct - Growth
120506,17.79484908335465,8.51981614904904,1.3257151194061094,ICICI Pru Value Discovery Fund - Regular - Growth
102887,17.653467644260967,8.634029007732757,1.2918033555680397,UTI Flexi Cap Fund - Regular - Growth
120844,6.66641700592201,0.16253510917936942,1.02388343516819,Kotak Liquid Fund - Regular - Growth
120841,14.055333035228657,7.493369095057606,1.0082691696331787,Kotak Bluechip Fund - Regular - Growth
149322,14.062109121201694,8.186189383554563,0.9237642530471382,DSP Top 100 Equity Fund - Regular - Growth
118634,19.49789778947717,14.422408960834366,0.9012293178465809,Nippon India Small Cap Fund - Regular - Growth
125498,12.765578290291412,10.483786744248185,0.5976445766343876,HDFC Mid-Cap Opportunities Fund - Direct - Growth
101207,11.286684498581657,14.693832262571993,0.32576147685952966,ABSL Small Cap Fund - Regular - Growth
119093,8.666206468402038,7.959992006309262,0.2721367642938656,Axis Bluechip Fund - Direct - Growth
120842,8.17582221915567,10.430616414244286,0.16066377600341328,Kotak Emerging Equity Fund - Regular - Growth
119092,7.174178856308622,7.918909363869702,0.08513531666173452,Axis Bluechip Fund - Regular - Growth
119599,5.203539522009115,14.548960090436156,-0.08911018175402934,SBI Small Cap Fund - Direct Plan - Growth
119095,4.702397872905184,14.430803607471972,-0.12456701483790235,Axis Small Cap Fund - Regular - Growth
119120,5.760338337711723,2.202065300855757,-0.33589451775150925,SBI Magnum Gilt Fund - Regular Plan - Growth
100016,3.6324687080969253,8.195911484262288,-0.34987338472472296,HDFC Top 100 Fund - Regular Plan - Growth
102886,2.805821074938186,10.548541905711954,-0.3502075412964369,UTI Mid Cap Fund - Regular - Growth
118636,5.209275230246191,2.1990627141130474,-0.5869431378515277,Nippon India Gilt Securities Fund - Regular - Growth
100025,4.3781224757101,2.19349155905819,-0.9673515795068578,HDFC Short Term Debt Fund - Regular - Growth
101208,6.275257769506415,0.1688456509996859,-1.3310513428267288,ABSL Liquid Fund - Regular - Growth
